requestSource,product,serviceRegion,requestType,focTarget
smartpath,eip,on,generalinquiry-othergeneral,0.0
smartpath,vnet,mb,change,0.0
ssc,btce,qc,generalinquiry-directorylistings,0.0
ssc,businesslines,west,billinginquiry-copyofinvoice,0.0
smartpath,nddos,on,billinginquiry-banrequest,0.0
ssc,ipvpn,on,generalinquiry-accountcontractupdate,0.0
smartpath,centrex,ns,billinginquiry-invoiceexplanation,0.0
ssc,centrex,nl,move,0.0
ssc,siptrunk,qc,generalinquiry-copyofequipmentrecord,0.0
ssc,ipvpn,qc,generalinquiry-copyofequipmentrecord,0.0
smartpath,siptrunk,qc,billinginquiry-otherbilling,0.0
smartpath,switchredirect,on,generalinquiry-othergeneral,0.0
ssc,btce,qc,billinginquiry-incorrectrate,0.0
ssc,centrex,west,move,0.0
smartpath,businessinternet,west,add,0.0
smartpath,siptrunk,qc,generalinquiry-copyofequipmentrecord,0.0
ssc,centrex,on,billinginquiry-copyofinvoice,0.0
ssc,tollfree,west,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businessinternetdedicated,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businesslines,nl,move,0.0
smartpath,internalteamsupport,on,sales,0.0
smartpath,businesslines,on,billinginquiry-bankruptcyproposal,0.0
smartpath,globalbusinessinternetdedicated,intl,disconnect,0.0
smartpath,corporatehardwareorders,on,orders,0.0
smartpath,businesslines,sk,new,0.0
ssc,businesslines,west,billinginquiry-otherbilling,0.0
smartpath,directorylisting,nb,billinginquiry-dispute,0.0
ssc,tollfree,qc,generalinquiry-serviceaddressinformation,0.0
ssc,tollfree,on,move,0.0
smartpath,centrex,on,billinginquiry-obmsupport,0.0
ssc,ipvpn,intl,add,0.0
ssc,btce,qc,billinginquiry-invoiceexplanation,0.0
pwo,ipvpn,qc,new,0.0
smartpath,megalink,west,generalinquiry-feasibilityinformation,0.0
ssc,megalink,bc,disconnect,0.0
ssc,ipvpn,west,generalinquiry-accountcontractupdate,0.0
smartpath,btce,mb,move,0.0
ssc,otherdataservices,on,generalinquiry-transferresponsibility,0.0
smartpath,localaccesspackage,qc,move,0.0
pwo,ipvpn,on,agreementcreationvalidated,0.0
ssc,wavelength,qc,billinginquiry-billingaccountupdate,0.0
smartpath,digitalprivateline,on,coaching,0.0
ssc,businessinternetdedicated,on,billinginquiry-billingaccountupdate,0.0
smartpath,infrastructureservices,on,facilitycheck,0.0
smartpath,sap,on,billinginquiry-custombill,0.0
ssc,siptrunk,qc,billinginquiry-billingaccountupdate,0.0
ssc,tollfree,qc,generalinquiry-transferresponsibility,0.0
smartpath,localaccesspackage,on,move,0.0
ssc,ethernet,on,move,0.0
smartpath,businessinternet,qc,billinginquiry-copyofinvoice,0.0
ssc,ipvpn,qc,generalinquiry-othergeneral,0.0
smartpath,resellerbusinesslines,on,coaching,0.0
smartpath,tollfreeinternational,mb,generalinquiry-othergeneral,0.0
ssc,otherdataservices,ab,billinginquiry-billingaccountupdate,0.0
smartpath,managedsecurityservices,qc,change,0.0
smartpath,megalink,on,generalinquiry-pricingconfirmation,0.0
smartpath,corporategeneralinquiries,nb,noactionrequired,0.0
ssc,locallink,qc,generalinquiry-transferresponsibility,0.0
smartpath,datalegacy,on,generalinquiry-pricingconfirmation,0.0
smartpath,professionalservices,qc,billinginquiry-otherbilling,0.0
smartpath,ipvpn,sk,generalinquiry-othergeneral,0.0
smartpath,tollfree,ns,generalinquiry-othergeneral,0.0
smartpath,directorylisting,on,change,0.0
smartpath,saput,mb,disconnect,0.0
ssc,locallink,qc,billinginquiry-invoiceexplanation,0.0
smartpath,megalink,on,agreementregistered,0.0
smartpath,ethernet,on,coaching,0.0
smartpath,sap,bc,billinginquiry-otherbilling,0.0
smartpath,btce,on,generalinquiry-reseller,0.0
smartpath,centrex,on,coaching,0.0
smartpath,professionalservices,qc,change,0.0
smartpath,directorylisting,qc,add,0.0
ssc,tollfree,ns,change,0.0
ssc,ipvpn,west,billinginquiry-invoiceexplanation,0.0
ssc,businessinternetdedicated,bc,move,0.0
ssc,megalink,qc,generalinquiry-transferresponsibility,0.0
smartpath,globalbusinessinternetdedicated,on,billinginquiry-otherbilling,0.0
smartpath,megalink,mb,move,0.0
ssc,centrex,qc,generalinquiry-accountcontractupdate,0.0
smartpath,webcasting,on,generalinquiry-transferresponsibility,0.0
ssc,siptrunk,qc,billinginquiry-incorrectrate,0.0
smartpath,localaccesspackage,on,billinginquiry-obmsupport,0.0
ssc,businesslines,ab,generalinquiry-othergeneral,0.0
smartpath,ondemandcontactcentre,qc,add,0.0
ssc,businesslines,sk,add,0.0
smartpath,tollfree,bc,billinginquiry-balancetransferpaymentupdate,0.0
ssc,siptrunk,qc,generalinquiry-serviceaddressinformation,0.0
smartpath,datalegacy,on,change,0.0
smartpath,ondemandcontactcentre,on,disconnect,0.0
smartpath,msos365,qc,billinginquiry-otherbilling,0.0
smartpath,wavelength,bc,billinginquiry-copyofinvoice,0.0
smartpath,tollfree,mb,800features,0.0
ssc,tollfree,ns,billinginquiry-otherbilling,0.0
ssc,btce,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,globalipvpn,on,generalinquiry-othergeneral,0.0
smartpath,megalink,on,generalinquiry-othergeneral,0.0
smartpath,wavelength,qc,billinginquiry-banrequest,0.0
ssc,megalink,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,managedservices,ab,billinginquiry-copyofinvoice,0.0
ssc,businesslines,east,billinginquiry-billingaccountupdate,0.0
smartpath,nddos,qc,billinginquiry-incorrectrate,0.0
smartpath,ethernet,bc,generalinquiry-othergeneral,0.0
smartpath,tollfree,on,winback,0.0
ssc,ipvpn,qc,billinginquiry-balancetransferpaymentupdate,0.0
ssc,locallink,west,generalinquiry-accountcontractupdate,0.0
smartpath,switchredirect,qc,change,0.0
smartpath,siptrunk,qc,winback,0.0
smartpath,businessinternet,on,agreementcreation,0.0
smartpath,centrex,on,generalinquiry-copyofequipmentrecord,0.0
smartpath,ipvpn,mb,coaching,0.0
smartpath,businessinternet,qc,generalinquiry-othergeneral,0.0
kana,wavelength,intl,generalinquiry-othergeneral,0.0
smartpath,corporatehardwareorders,ns,newactivationportin,0.0
smartpath,webex,on,disconnect,0.0
pwo,businessinternetdedicated,on,agreementregistered,0.0
smartpath,btce,nb,new,0.0
smartpath,ethernet,on,agreementregistered,0.0
smartpath,globalbusinessinternetdedicated,on,agreementcreation,0.0
smartpath,centrex,qc,billinginquiry-billingaccountupdate,0.0
smartpath,internalteamsupport,on,wirelessclientcare,0.0
smartpath,globalipvpn,west,billinginquiry-otherbilling,0.0
smartpath,globalprivateline,on,pricing,0.0
ssc,otherdataservices,qc,change,0.0
smartpath,siptrunk,bc,new,0.0
smartpath,businesslines,nl,billinginquiry-billingaccountupdate,0.0
smartpath,businessinternetdedicated,bc,billinginquiry-invoiceexplanation,0.0
smartpath,dedicatedinternetaccess,nl,billinginquiry-otherbilling,0.0
smartpath,businessinternet,on,agreementregistered,0.0
smartpath,locallink,qc,coaching,0.0
smartpath,saput,ns,billinginquiry-otherbilling,0.0
smartpath,corporatehardwareinquiries,on,newactivations,0.0
eom,wavelength,on,agreementcreation,0.0
smartpath,ethernet,on,billinginquiry-incorrectrate,0.0
smartpath,ethernetaccessservice,on,billinginquiry-copyofinvoice,0.0
smartpath,businesslines,on,billinginquiry-obmsupport,0.0
pss,businessinternet,on,billinginquiry-otherbilling,0.0
kana,megalink,west,portout,0.0
kana,businessinternetdedicated,qc,billinginquiry-invoiceexplanation,0.0
smartpath,internalteamsupport,on,new,0.0
ssc,businessinternet,nl,add,0.0
ssc,locallink,west,billinginquiry-incorrectrate,0.0
ssc,businessinternetdedicated,qc,generalinquiry-feasibilityinformation,0.0
smartpath,internetconnectservice,on,billinginquiry-otherbilling,0.0
smartpath,localaccesspackage,qc,generalinquiry-accountcontractupdate,0.0
smartpath,ipvpn,ab,facilitycheck,0.0
smartpath,ipvpn,on,presurvey,0.0
ssc,businessinternetdedicated,on,generalinquiry-feasibilityinformation,0.0
smartpath,siptrunk,ns,change,0.0
smartpath,adsllas,qc,3235,0.0
smartpath,businessinternetdedicated,sk,coaching,0.0
smartpath,bellmanagedservicesforciscomeraki,qc,billinginquiry-banrequest,0.0
ssc,businessinternetdedicated,east,generalinquiry-othergeneral,0.0
smartpath,eip,qc,generalinquiry-pricingconfirmation,0.0
pss,audioconferencing,on,generalinquiry-othergeneral,0.0
smartpath,wavelength,qc,billinginquiry-billingaccountupdate,0.0
smartpath,datalegacy,nu,change,0.0
smartpath,businessinternet,west,generalinquiry-othergeneral,0.0
smartpath,corporatehardwareorders,bc,hardwareorderchange,0.0
smartpath,sap,on,add,0.0
smartpath,managedservices,on,agreementregistered,0.0
ssc,btce,on,generalinquiry-copyofequipmentrecord,0.0
smartpath,ethernet,ab,billinginquiry-otherbilling,0.0
smartpath,bellmerakimanagement,east,add,0.0
kana,tollfree,intl,change,0.0
ssc,businessinternet,east,add,0.0
smartpath,managedsecurityservices,qc,billinginquiry-custombill,0.0
smartpath,ethernetaccessservice,on,agreementcreation,0.0
smartpath,megalink,nb,billinginquiry-dispute,0.0
smartpath,tollfree,nb,migration,0.0
ssc,siptrunk,on,billinginquiry-billingaccountupdate,0.0
pss,businesslines,bc,generalinquiry-othergeneral,0.0
ssc,megalink,mb,add,0.0
pwo,businessinternetbrokered,mb,facilitycheck,0.0
smartpath,siptrunk,on,billinginquiry-incorrectrate,0.0
smartpath,tollfree,nb,add,0.0
smartpath,broadband,bc,billinginquiry-copyofinvoice,0.0
smartpath,tollfree,ab,generalinquiry-othergeneral,0.0
ssc,businesslines,ns,add,0.0
smartpath,corporatehardwareorders,on,changesim,0.0
smartpath,globalipvpn,intl,agreementregistered,0.0
smartpath,ondemandcontactcentre,on,new,0.0
smartpath,payphone,qc,disconnect,0.0
smartpath,businessinternet,nl,billinginquiry-otherbilling,0.0
smartpath,datalegacy,qc,billinginquiry-balancetransferpaymentupdate,0.0
ssc,ipvpn,pe,add,0.0
ssc,businesslines,pe,add,0.0
smartpath,centrex,ab,billinginquiry-billingaccountupdate,0.0
kana,vnet,ab,generalinquiry-othergeneral,0.0
smartpath,corporateaccountservice,on,wirelessclientcare,0.0
pss,megalink,on,generalinquiry-accountcontractupdate,0.0
smartpath,ipvpn,ab,change,0.0
smartpath,resellerbusinesslines,qc,escpartner,0.0
smartpath,businessinternet,west,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,broadband,on,billinginquiry-billingaccountupdate,0.0
smartpath,tollfree,qc,800features,0.0
smartpath,btce,qc,add,0.0
kana,tollfree,qc,billinginquiry-copyofinvoice,0.0
smartpath,centrex,nb,billinginquiry-billingaccountupdate,0.0
kana,ipvpn,qc,billinginquiry-balancetransferpaymentupdate,0.0
kana,ethernet,east,generalinquiry-othergeneral,0.0
smartpath,megalink,on,billinginquiry-billingaccountupdate,0.0
pss,datalegacy,qc,change,0.0
smartpath,businessinternet,on,billinginquiry-copyofinvoice,0.0
ssc,businessinternetdedicated,west,billinginquiry-copyofinvoice,0.0
ssc,tollfree,on,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,digitalprivateline,qc,generalinquiry-directorylistings,0.0
smartpath,contactcentre,nb,add,0.0
smartpath,megalink,qc,generalinquiry-pricingconfirmation,0.0
smartpath,ethernetinternetworkinglite,qc,billinginquiry-otherbilling,0.0
ssc,businessinternet,qc,generalinquiry-serviceaddressinformation,0.0
smartpath,contactcentre,qc,generalinquiry-othergeneral,0.0
smartpath,siptrunk,on,generalinquiry-directinwardcalling,0.0
smartpath,businesslines,sk,winback,0.0
smartpath,corporatehardwareorders,on,noactionrequired,0.0
kana,businesslines,west,billinginquiry-incorrectrate,0.0
smartpath,centrex,on,billinginquiry-otherbilling,0.0
smartpath,megalink,nl,add,0.0
smartpath,audioconferencing,ab,billinginquiry-copyofinvoice,0.0
smartpath,businessinternet,ab,billinginquiry-incorrectrate,0.0
kana,wavelength,ab,add,0.0
kana,dryloopdsl,on,disconnect,0.0
smartpath,businesslines,mb,billinginquiry-incorrectrate,0.0
smartpath,ipvpn,bc,generalinquiry-othergeneral,0.0
smartpath,globalipvpn,on,generalinquiry-accountcontractupdate,0.0
kana,professionalservices,on,disconnect,0.0
ssc,locallink,west,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,localaccesspackage,on,agreementcreation,0.0
smartpath,audioconferencing,on,disconnect,0.0
smartpath,professionalservices,qc,agreementregistered,0.0
smartpath,ipvpn,sk,add,0.0
pss,megalink,ab,generalinquiry-othergeneral,0.0
smartpath,businessinternet,ab,change,0.0
smartpath,adsllas,on,billinginquiry-obmsupport,0.0
ssc,digitalprivateline,on,billinginquiry-copyofinvoice,0.0
ssc,megalink,on,generalinquiry-othergeneral,0.0
smartpath,businessinternetbrokered,on,disconnect,0.0
smartpath,saput,on,billinginquiry-balancetransferpaymentupdate,0.0
kana,businesslines,west,billinginquiry-billingaccountupdate,0.0
kana,tollfree,on,generalinquiry-pricingconfirmation,0.0
smartpath,siptrunk,qc,generalinquiry-pricingconfirmation,0.0
ssc,businesslines,east,billinginquiry-copyofinvoice,0.0
smartpath,businessinternetdedicated,qc,billinginquiry-billingaccountupdate,0.0
smartpath,megalink,on,generalinquiry-directorylistings,0.0
smartpath,siptrunk,qc,billinginquiry-invoiceexplanation,0.0
smartpath,businessinternetbrokered,sk,add,0.0
ssc,siptrunk,on,billinginquiry-balancetransferpaymentupdate,0.0
ssc,otherdataservices,on,generalinquiry-serviceaddressinformation,0.0
smartpath,businesslines,on,generalinquiry-reseller,0.0
smartpath,sap,qc,billinginquiry-otherbilling,0.0
kana,msos365,on,billinginquiry-otherbilling,0.0
pwo,ipvpn,new brunswick,facilitycheck,0.0
smartpath,datalegacy,ns,disconnect,0.0
ssc,digitalprivateline,on,billinginquiry-balancetransferpaymentupdate,0.0
eom,megalink,qc,generalinquiry-othergeneral,0.0
smartpath,broadband,nl,facilitycheck,0.0
kana,ipvpn,ab,generalinquiry-othergeneral,0.0
smartpath,businesslines,qc,agreementcreation,0.0
eom,tollfree,on,escpartner,0.0
smartpath,btce,bc,new,0.0
ssc,tollfree,intl,generalinquiry-pricingconfirmation,0.0
ssc,businessinternet,on,generalinquiry-feasibilityinformation,0.0
smartpath,tollfree,qc,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,microlink,on,coaching,0.0
smartpath,localaccesspackage,on,billinginquiry-incorrectrate,0.0
pss,businesslines,qc,billinginquiry-otherbilling,0.0
kana,tollfree,east,winback,0.0
ssc,btce,east,generalinquiry-othergeneral,0.0
ssc,wavelength,qc,generalinquiry-pricingconfirmation,0.0
pwo,ipvpn,qc,agreementregistered,0.0
smartpath,darkfibre,on,disconnect,0.0
ssc,locallink,qc,billinginquiry-billingaccountupdate,0.0
ssc,megalink,west,generalinquiry-accountcontractupdate,0.0
kana,sap,west,generalinquiry-othergeneral,0.0
ssc,megalink,qc,billinginquiry-invoiceexplanation,0.0
ssc,businesslines,ab,change,0.0
smartpath,businesslines,ab,migration,0.0
ssc,businessinternet,nb,disconnect,0.0
smartpath,corporatehardwareinquiries,on,newactivationportin,0.0
smartpath,businesslines,west,disconnect,0.0
eom,siptrunk,qc,agreementcreationvalidated,0.0
smartpath,megalink,west,billinginquiry-invoiceexplanation,0.0
smartpath,globalbusinessinternetdedicated,intl,billinginquiry-otherbilling,0.0
ssc,businesslines,west,generalinquiry-serviceaddressinformation,0.0
smartpath,siptrunk,qc,billinginquiry-billingaccountupdate,0.0
smartpath,contactcentre,on,generalinquiry-othergeneral,0.0
ssc,ipvpn,qc,billinginquiry-billingaccountupdate,0.0
smartpath,vnet,qc,disconnect,0.0
smartpath,datalegacy,on,new,0.0
smartpath,megalink,on,pricing,0.0
ssc,locallink,on,generalinquiry-accountcontractupdate,0.0
kana,siptrunk,nb,change,0.0
smartpath,switchredirect,on,migration,0.0
eom,megalink | bell total connect voice | on demand contact centre (odcc),on,agreementcreation,0.0
smartpath,businessinternetbrokered,ab,coaching,0.0
kana,centrex,qc,billinginquiry-otherbilling,0.0
smartpath,tollfree,east,billinginquiry-copyofinvoice,0.0
pss,locallink,on,generalinquiry-othergeneral,0.0
smartpath,dedicatedinternetaccess,on,generalinquiry-othergeneral,0.0
smartpath,businesslines,qc,generalinquiry-transferresponsibility,0.0
smartpath,businesslines,nl,billinginquiry-custombill,0.0
smartpath,btce,bc,generalinquiry-othergeneral,0.0
smartpath,megalink,qc,trafficstudy,0.0
smartpath,btce,qc,trafficstudyconsultation,0.0
ssc,centrex,on,billinginquiry-incorrectrate,0.0
smartpath,broadband,nb,generalinquiry-othergeneral,0.0
smartpath,saput,on,generalinquiry-othergeneral,0.0
smartpath,professionalservices,intl,billinginquiry-otherbilling,0.0
kana,globalmanagedsdwan,intl,change,0.0
smartpath,tollfree,pe,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,businesslines,on,generalinquiry-feasibilityinformation,0.0
ssc,btce,west,generalinquiry-pricingconfirmation,0.0
smartpath,wavelength,ab,billinginquiry-otherbilling,0.0
smartpath,businesslines,ns,suspension,0.0
pss,microlink,on,change,0.0
ssc,tollfree,west,billinginquiry-copyofinvoice,0.0
smartpath,eip,on,migration,0.0
ssc,businessinternetdedicated,on,generalinquiry-pricingconfirmation,0.0
ssc,otherdataservices,on,billinginquiry-otherbilling,0.0
kana,wavelength,west,generalinquiry-othergeneral,0.0
kana,wavelength,west,change,0.0
ssc,locallink,ab,generalinquiry-othergeneral,0.0
smartpath,centrex,ns,pinreset,0.0
smartpath,corporatehardwareorders,on,pricing,0.0
smartpath,corporateaccountservice,on,mobilenumberchange,0.0
smartpath,businessinternetbrokered,ab,billinginquiry-balancetransferpaymentupdate,0.0
smartpath,ethernetaccessservice,on,generalinquiry-othergeneral,0.0
smartpath,vnet,qc,800features,0.0
smartpath,globalipvpn,qc,add,0.0
smartpath,businesslines,ns,billinginquiry-dispute,0.0
smartpath,contactcentre,ns,billinginquiry-otherbilling,0.0
smartpath,broadband,on,agreementregistered,0.0
smartpath,webcasting,on,billinginquiry-otherbilling,0.0
smartpath,megalink,qc,billinginquiry-incorrectrate,0.0
smartpath,businesslines,sk,billinginquiry-otherbilling,0.0
smartpath,broadband,qc,billinginquiry-invoiceexplanation,0.0
eom,globalipvpn,on,agreementcreation,0.0
smartpath,corporatehardwareinquiries,on,upgrade,0.0
pss,wavelength,on,billinginquiry-otherbilling,0.0
smartpath,businesslines,ns,add,0.0
ssc,businesslines,qc,generalinquiry-accountcontractupdate,0.0
smartpath,corporateservicerepair,on,generalservicerequest,0.0
ssc,megalink,qc,generalinquiry-serviceaddressinformation,0.0
ssc,businessinternet,on,add,0.0
smartpath,businessinternetdedicated,on,facilitycheck,0.0
smartpath,businesslines,east,generalinquiry-accountcontractupdate,0.0
smartpath,megalink,ab,portout,0.0
kana,datalegacy,on,billinginquiry-copyofinvoice,0.0
smartpath,btce,ab,portout,0.0
smartpath,btce,qc,billinginquiry-otherbilling,0.0
ssc,businessinternet,qc,generalinquiry-copyofequipmentrecord,0.0
kana,businessinternetdedicated,west,new,0.0
ssc,businesslines,on,generalinquiry-copyofequipmentrecord,0.0
smartpath,businesslines,pe,add,0.0
smartpath,managedservices,qc,agreementcreationvalidated,0.0
